=== Rapport d'Audit des Transformations ===
Date : 2024-12-01 15:48:15

### Résumé Global ###
Total INFO : 1216
Total ERREURS : 2326
Total AVERTISSEMENTS : 0

### Détails des Transformations ###
2024-12-01 08:58:13,670 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 08:58:18,445 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 08:58:18,560 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 08:58:24,370 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 08:58:26,678 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 09:21:32,146 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:32,609 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:32,965 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:33,325 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:33,645 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:34,144 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:34,482 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:21:35,144 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 09:21:35,356 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 09:21:35,606 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 09:21:35,776 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 09:21:36,046 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 09:21:36,208 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 09:21:36,341 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 09:21:36,558 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 09:21:36,704 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 09:21:36,831 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 09:21:36,976 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 09:21:42,150 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 09:21:44,346 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 09:30:56,811 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:57,282 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:57,680 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:58,062 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:58,410 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:58,903 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:59,232 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 09:30:59,866 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 09:31:00,125 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 09:31:00,322 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 09:31:00,511 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 09:31:00,783 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 09:31:00,941 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 09:31:01,069 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 09:31:01,316 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 09:31:01,498 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 09:31:01,624 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 09:31:01,736 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 09:31:07,032 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 09:31:09,232 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:23:12,612 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:13,033 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:13,448 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:13,815 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:14,161 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:14,649 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:15,056 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:23:15,689 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:23:15,923 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:23:16,153 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:23:16,343 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:23:16,629 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:23:16,796 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:23:16,928 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:23:17,171 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:23:17,303 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:23:17,430 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:23:17,543 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:23:23,861 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:23:26,848 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:24:31,064 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:31,519 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:31,884 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:32,231 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:32,532 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:33,036 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:33,384 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:24:34,024 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:24:34,244 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:24:34,483 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:24:34,658 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:24:34,929 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:24:35,089 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:24:35,234 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:24:35,453 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:24:35,587 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:24:35,743 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:24:35,860 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:24:41,526 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:24:43,730 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:27:57,284 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:57,724 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:58,116 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:58,497 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:58,800 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:59,302 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:27:59,647 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:28:00,270 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:28:00,516 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:28:00,708 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:28:00,883 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:28:01,155 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:28:01,357 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:28:01,507 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:28:01,778 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:28:01,935 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:28:02,065 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:28:02,209 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:28:08,294 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:28:10,827 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:29:26,007 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:26,474 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:26,843 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:27,183 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:27,502 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:28,017 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:28,368 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:29:29,000 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:29:29,247 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:29:29,453 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:29:29,628 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:29:29,894 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:29:30,055 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:29:30,187 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:29:30,408 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:29:30,540 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:29:30,701 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:29:30,817 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:29:37,152 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:29:39,489 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:31:33,828 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:34,303 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:34,695 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:35,068 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:35,417 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:36,128 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:36,472 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:31:37,073 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:31:37,344 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:31:37,613 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:31:37,833 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:31:38,156 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:31:38,336 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:31:38,499 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:31:38,751 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:31:38,893 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:31:39,060 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:31:39,177 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:31:45,375 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:31:47,947 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:34:12,934 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:13,333 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:13,722 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:14,124 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:14,439 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:14,888 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:15,256 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
2024-12-01 12:34:15,870 - INFO - TRANSFORMATION: Clean Data for transactions | STATUS: SUCCESS | DETAILS: Data cleaned with 2155 rows after removing duplicates.
2024-12-01 12:34:16,079 - INFO - TRANSFORMATION: Clean Data for clients | STATUS: SUCCESS | DETAILS: Data cleaned with 91 rows after removing duplicates.
2024-12-01 12:34:16,308 - INFO - TRANSFORMATION: Clean Data for produits | STATUS: SUCCESS | DETAILS: Data cleaned with 77 rows after removing duplicates.
2024-12-01 12:34:16,482 - INFO - TRANSFORMATION: Clean Data for magasins | STATUS: SUCCESS | DETAILS: Data cleaned with 29 rows after removing duplicates.
2024-12-01 12:34:16,759 - INFO - TRANSFORMATION: Clean Data for exchange | STATUS: SUCCESS | DETAILS: Data cleaned with 27514 rows after removing duplicates.
2024-12-01 12:34:16,917 - INFO - TRANSFORMATION: Clean Data for rates | STATUS: SUCCESS | DETAILS: Data cleaned with 207 rows after removing duplicates.
2024-12-01 12:34:17,041 - INFO - TRANSFORMATION: Clean Data for categories | STATUS: SUCCESS | DETAILS: Data cleaned with 8 rows after removing duplicates.
2024-12-01 12:34:17,276 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 2155 rows.
2024-12-01 12:34:17,404 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 91 rows.
2024-12-01 12:34:17,525 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 77 rows.
2024-12-01 12:34:17,640 - INFO - TRANSFORMATION: Enrich Data | STATUS: SUCCESS | DETAILS: Data enriched with new column 'enriched_column'. 29 rows.
2024-12-01 12:34:23,345 - ERROR - TRANSFORMATION: Suivi des anomalies | STATUS: ERROR | DETAILS: Nombre total d'anomalies détectées : 4
2024-12-01 12:34:25,675 - INFO - TRANSFORMATION: Ajout du statut produit | STATUS: SUCCESS | DETAILS: Statuts ajoutés pour 77 produits
2024-12-01 12:35:11,586 - INFO - TRANSFORMATION: Clean Duplicates | STATUS: SUCCESS | DETAILS: Removed 0 duplicate rows.
